iter,objective,grad_norm
3.860000000000000000e+02,2.527551520079775216e+01,1.515566445848758406e+02
3.870000000000000000e+02,2.524662451656190143e+01,1.512672005870165322e+02
3.880000000000000000e+02,2.521784402196996666e+01,1.509787676932808438e+02
3.890000000000000000e+02,2.518917315030458681e+01,1.506911839265660831e+02
3.900000000000000000e+02,2.516061137062168385e+01,1.504044464997189152e+02
3.910000000000000000e+02,2.513215815487282967e+01,1.501185526380880617e+02
3.920000000000000000e+02,2.510381297788703137e+01,1.498334995794321003e+02
3.930000000000000000e+02,2.507557531735271539e+01,1.495492845738272365e+02
3.940000000000000000e+02,2.504744465379755169e+01,1.492659108439618478e+02
3.950000000000000000e+02,2.501942028817137853e+01,1.489852909042371323e+02
3.960000000000000000e+02,2.499150113811489859e+01,1.487060534486900849e+02
3.970000000000000000e+02,2.496368630864789750e+01,1.484297569697811241e+02
3.980000000000000000e+02,2.493597468797624117e+01,1.481544210697000210e+02
3.990000000000000000e+02,2.490836569112698839e+01,1.478806694212288733e+02
4.000000000000000000e+02,2.488085858158695629e+01,1.476078280550864292e+02
4.010000000000000000e+02,2.485345285367808899e+01,1.473357756439911554e+02
4.020000000000000000e+02,2.482614802791238162e+01,1.470645095579244810e+02
4.030000000000000000e+02,2.479894362739290870e+01,1.467940271799832033e+02
4.040000000000000000e+02,2.477183917779716182e+01,1.465243259062590369e+02
4.050000000000000000e+02,2.474483413225394202e+01,1.462564728858908722e+02
4.060000000000000000e+02,2.471792762598250448e+01,1.459903765978780541e+02
4.070000000000000000e+02,2.469111878184060771e+01,1.457260498806078317e+02
4.080000000000000000e+02,2.466440688578246565e+01,1.454628107614864234e+02
4.090000000000000000e+02,2.463779134828649475e+01,1.452005502814649560e+02
4.100000000000000000e+02,2.461127167053426135e+01,1.449391817218838696e+02
4.110000000000000000e+02,2.458484724624971918e+01,1.446796209265509390e+02
4.120000000000000000e+02,2.455851735620311516e+01,1.444207894027007058e+02
4.130000000000000000e+02,2.453228156556047423e+01,1.441627438728090738e+02
4.140000000000000000e+02,2.450613937155107536e+01,1.439059192526157460e+02
4.150000000000000000e+02,2.448009015618056594e+01,1.436506521958016833e+02
4.160000000000000000e+02,2.445413317230918793e+01,1.433969749490121615e+02
4.170000000000000000e+02,2.442826770088871058e+01,1.431444619190529579e+02
4.180000000000000000e+02,2.440249322037637825e+01,1.428926577502490716e+02
4.190000000000000000e+02,2.437680931573009602e+01,1.426415599666309504e+02
4.200000000000000000e+02,2.435121556308977020e+01,1.423914795666077850e+02
4.210000000000000000e+02,2.432571139024235407e+01,1.421425837102833043e+02
4.220000000000000000e+02,2.430029618655809998e+01,1.418963966094090381e+02
4.230000000000000000e+02,2.427496867137182690e+01,1.416526802842348332e+02
4.240000000000000000e+02,2.424972806277184034e+01,1.414096294326592727e+02
4.250000000000000000e+02,2.422457395939500202e+01,1.411675954890832827e+02
4.260000000000000000e+02,2.419950581792307531e+01,1.409265940523943641e+02
4.270000000000000000e+02,2.417452317405825468e+01,1.406862523688944862e+02
4.280000000000000000e+02,2.414962568181152136e+01,1.404456960443782236e+02
4.290000000000000000e+02,2.412481338244004903e+01,1.402046619144842623e+02
4.300000000000000000e+02,2.410008615400460741e+01,1.399642923551390084e+02
4.310000000000000000e+02,2.407544361651289222e+01,1.397245850210391893e+02
4.320000000000000000e+02,2.405088537322415831e+01,1.394858231246394098e+02
4.330000000000000000e+02,2.402641095210996269e+01,1.392478131007487434e+02
4.340000000000000000e+02,2.400201996142975602e+01,1.390104555183403079e+02
4.350000000000000000e+02,2.397771203066434254e+01,1.387737480962013308e+02
4.360000000000000000e+02,2.395348677595894671e+01,1.385379794702809590e+02
4.370000000000000000e+02,2.392934371789267800e+01,1.383030465015524726e+02
4.380000000000000000e+02,2.390528245175685740e+01,1.380688471705360882e+02
4.390000000000000000e+02,2.388130251230941781e+01,1.378363886490334949e+02
4.400000000000000000e+02,2.385740313347359987e+01,1.376053483170871914e+02
4.410000000000000000e+02,2.383358378648197018e+01,1.373749367878909879e+02
4.420000000000000000e+02,2.380984411971402537e+01,1.371452250619932727e+02
4.430000000000000000e+02,2.378618352642450873e+01,1.369187544647141124e+02
4.440000000000000000e+02,2.376260098568323542e+01,1.366929595787069047e+02
4.450000000000000000e+02,2.373909605639582310e+01,1.364696242558464121e+02
4.460000000000000000e+02,2.371566747766314620e+01,1.362503588780224959e+02
4.470000000000000000e+02,2.369231407133867506e+01,1.360324778762633287e+02
4.480000000000000000e+02,2.366903514399775332e+01,1.358164062976634057e+02
4.490000000000000000e+02,2.364583003402087513e+01,1.356018084978656475e+02
4.500000000000000000e+02,2.362269808673034177e+01,1.353884794640762266e+02
4.510000000000000000e+02,2.359963884583272531e+01,1.351757065900746397e+02
4.520000000000000000e+02,2.357665190188174975e+01,1.349648266733881599e+02
4.530000000000000000e+02,2.355373658815068794e+01,1.347545947945418447e+02
4.540000000000000000e+02,2.353089258976956799e+01,1.345449078334867465e+02
4.550000000000000000e+02,2.350811947239747113e+01,1.343378733065818267e+02
4.560000000000000000e+02,2.348541626874527211e+01,1.341321286808580737e+02
4.570000000000000000e+02,2.346278252078675663e+01,1.339274249551968978e+02
4.580000000000000000e+02,2.344021749659793485e+01,1.337263835750114822e+02
4.590000000000000000e+02,2.341772013456597179e+01,1.335259463266542923e+02
4.600000000000000000e+02,2.339529014684406860e+01,1.333259995585264335e+02
4.610000000000000000e+02,2.337292726793001307e+01,1.331265416893734823e+02
4.620000000000000000e+02,2.335063122666941382e+01,1.329278213909408919e+02
4.630000000000000000e+02,2.332840148617595943e+01,1.327320105286209753e+02
4.640000000000000000e+02,2.330623713148985843e+01,1.325369391686724327e+02
4.650000000000000000e+02,2.328413784276198939e+01,1.323427866066323020e+02
4.660000000000000000e+02,2.326210318113880859e+01,1.321496098135464479e+02
4.670000000000000000e+02,2.324013277058132942e+01,1.319570087592712184e+02
4.680000000000000000e+02,2.321822634026165488e+01,1.317648630648661481e+02
4.690000000000000000e+02,2.319638364597484070e+01,1.315731713494723465e+02
4.700000000000000000e+02,2.317460444463272040e+01,1.313819322394145388e+02
4.710000000000000000e+02,2.315288849163887974e+01,1.311913492399835661e+02
4.720000000000000000e+02,2.313123537441484956e+01,1.310023341080198804e+02
4.730000000000000000e+02,2.310964459203960075e+01,1.308137616971761474e+02
4.740000000000000000e+02,2.308811590899461663e+01,1.306256306804860401e+02
4.750000000000000000e+02,2.306664908814537895e+01,1.304380622501847142e+02
4.760000000000000000e+02,2.304524382353274348e+01,1.302512688577842823e+02
4.770000000000000000e+02,2.302389967624216993e+01,1.300666995762966280e+02
4.780000000000000000e+02,2.300261593144772121e+01,1.298827579750044663e+02
4.790000000000000000e+02,2.298139233027138317e+01,1.296992376159453499e+02
4.800000000000000000e+02,2.296022865019334347e+01,1.295161372973449545e+02
4.810000000000000000e+02,2.293912463879022212e+01,1.293338857849515477e+02
4.820000000000000000e+02,2.291807995754347616e+01,1.291521105489278227e+02
4.830000000000000000e+02,2.289709437698751060e+01,1.289707529316349905e+02
4.840000000000000000e+02,2.287616767854370892e+01,1.287898117267505995e+02
4.850000000000000000e+02,2.285529964459543351e+01,1.286092857335232225e+02
4.860000000000000000e+02,2.283449005848274282e+01,1.284291737567297389e+02
4.870000000000000000e+02,2.281373870449710850e+01,1.282494746066328730e+02
4.880000000000000000e+02,2.279304536095185441e+01,1.280703979769803027e+02
4.890000000000000000e+02,2.277240970258711172e+01,1.278924277511969763e+02
4.900000000000000000e+02,2.275183127445661668e+01,1.277155463532191391e+02
4.910000000000000000e+02,2.273130971089465291e+01,1.275391103087775093e+02
4.920000000000000000e+02,2.271084479571399228e+01,1.273630745952118417e+02
4.930000000000000000e+02,2.269043632237160324e+01,1.271874380531017295e+02
4.940000000000000000e+02,2.267008408522685770e+01,1.270121995286655903e+02
4.950000000000000000e+02,2.264978787953644357e+01,1.268373578737112268e+02
4.960000000000000000e+02,2.262954749758549866e+01,1.266629776443726882e+02
4.970000000000000000e+02,2.260936271605778103e+01,1.264890161118765519e+02
4.980000000000000000e+02,2.258923332843747644e+01,1.263154536046170620e+02
4.990000000000000000e+02,2.256915911916577144e+01,1.261424392225854660e+02
5.000000000000000000e+02,2.254913985135769394e+01,1.259698153933676821e+02
5.010000000000000000e+02,2.252917532597613004e+01,1.257975810077279135e+02
5.020000000000000000e+02,2.250926534484342412e+01,1.256257349616449801e+02
5.030000000000000000e+02,2.248940971063665017e+01,1.254542761562670563e+02
5.040000000000000000e+02,2.246960822688295778e+01,1.252832034978676319e+02
5.050000000000000000e+02,2.244986069795492156e+01,1.251125158978011740e+02
5.060000000000000000e+02,2.243016692906591913e+01,1.249422122724599689e+02
5.070000000000000000e+02,2.241052665167997660e+01,1.247735681530731000e+02
5.080000000000000000e+02,2.239093928630544994e+01,1.246057423689860002e+02
5.090000000000000000e+02,2.237140456555770029e+01,1.244382904809280035e+02
5.100000000000000000e+02,2.235192230163805149e+01,1.242711854497555919e+02
5.110000000000000000e+02,2.233249237083198224e+01,1.241037704183326582e+02
5.120000000000000000e+02,2.231311474426138375e+01,1.239367285275461228e+02
5.130000000000000000e+02,2.229378922851602951e+01,1.237701972531969972e+02
5.140000000000000000e+02,2.227451558997702463e+01,1.236041242639453941e+02
5.150000000000000000e+02,2.225529362761154317e+01,1.234384190788371001e+02
5.160000000000000000e+02,2.223612315328129796e+01,1.232732043746110264e+02
5.170000000000000000e+02,2.221700393480564983e+01,1.231084909819068400e+02
5.180000000000000000e+02,2.219793576399633039e+01,1.229441405623149421e+02
5.190000000000000000e+02,2.217891846036560821e+01,1.227801520875012500e+02
5.200000000000000000e+02,2.215995184419322683e+01,1.226165245345389820e+02
5.210000000000000000e+02,2.214103573652203849e+01,1.224532568858509904e+02
5.220000000000000000e+02,2.212216995915364848e+01,1.222903481291533012e+02
5.230000000000000000e+02,2.210335433464423360e+01,1.221277972573990098e+02
5.240000000000000000e+02,2.208458868630022209e+01,1.219656032687239104e+02
5.250000000000000000e+02,2.206587283817412981e+01,1.218037651663917842e+02
5.260000000000000000e+02,2.204720661506039647e+01,1.216422819587414921e+02
5.270000000000000000e+02,2.202858984249124319e+01,1.214811526591344517e+02
5.280000000000000000e+02,2.201002233425350596e+01,1.213206609110238361e+02
5.290000000000000000e+02,2.199150381756012607e+01,1.211607315675971819e+02
5.300000000000000000e+02,2.197303408171291750e+01,1.210011516817503150e+02
5.310000000000000000e+02,2.195461295569409188e+01,1.208419237686161267e+02
5.320000000000000000e+02,2.193624026855462716e+01,1.206830616787974293e+02
5.330000000000000000e+02,2.191791583734226734e+01,1.205246400713039776e+02
5.340000000000000000e+02,2.189963947343390771e+01,1.203665630746545929e+02
5.350000000000000000e+02,2.188141100936478267e+01,1.202088297388774265e+02
5.360000000000000000e+02,2.186323053066952227e+01,1.200481591842415128e+02
5.370000000000000000e+02,2.184509859710986035e+01,1.198879441670364372e+02
5.380000000000000000e+02,2.182701501831834179e+01,1.197280795949885004e+02
5.390000000000000000e+02,2.180897962419323122e+01,1.195685644618024810e+02
5.400000000000000000e+02,2.179099224860952688e+01,1.194093526904929519e+02
5.410000000000000000e+02,2.177305270854001407e+01,1.192508189048417790e+02
5.420000000000000000e+02,2.175516076138153565e+01,1.190926329657932428e+02
5.430000000000000000e+02,2.173731621613086773e+01,1.189351275360036055e+02
5.440000000000000000e+02,2.171951881283906260e+01,1.187784040657037536e+02
5.450000000000000000e+02,2.170176821782448684e+01,1.186225262120877773e+02
5.460000000000000000e+02,2.168406417197151015e+01,1.184669862553738966e+02
5.470000000000000000e+02,2.166640651347786317e+01,1.183117832046805802e+02
5.480000000000000000e+02,2.164879508123241791e+01,1.181569160752379162e+02
5.490000000000000000e+02,2.163122971481094581e+01,1.180023838883078895e+02
5.500000000000000000e+02,2.161371025447200012e+01,1.178481856711062932e+02
5.510000000000000000e+02,2.159623654115275215e+01,1.176943204567257197e+02
5.520000000000000000e+02,2.157880841646490566e+01,1.175407872840598316e+02
5.530000000000000000e+02,2.156142572269065738e+01,1.173875851977295497e+02
5.540000000000000000e+02,2.154408829856821939e+01,1.172348548705400901e+02
5.550000000000000000e+02,2.152679592836861744e+01,1.170826646395582600e+02
5.560000000000000000e+02,2.150954841085958336e+01,1.169309481389633447e+02
5.570000000000000000e+02,2.149234553679175974e+01,1.167797141185602214e+02
5.580000000000000000e+02,2.147518712329321389e+01,1.166288080627567609e+02
5.590000000000000000e+02,2.145807301662434341e+01,1.164782290112493399e+02
5.600000000000000000e+02,2.144100306370004461e+01,1.163279760095200999e+02
5.610000000000000000e+02,2.142397711208578315e+01,1.161780481087627948e+02
5.620000000000000000e+02,2.140699500999367899e+01,1.160284443658101452e+02
5.630000000000000000e+02,2.139005660627863037e+01,1.158791638430625142e+02
5.640000000000000000e+02,2.137316175043449817e+01,1.157302056084176911e+02
5.650000000000000000e+02,2.135631029259029390e+01,1.155815687352019694e+02
5.660000000000000000e+02,2.133950208350644218e+01,1.154332523021026589e+02
5.670000000000000000e+02,2.132273697457104689e+01,1.152852553931013517e+02
5.680000000000000000e+02,2.130601481694638366e+01,1.151377224350117388e+02
5.690000000000000000e+02,2.128933529227301946e+01,1.149921643216331688e+02
5.700000000000000000e+02,2.127269790024959661e+01,1.148470509908035808e+02
5.710000000000000000e+02,2.125610244489546119e+01,1.147024289756053577e+02
5.720000000000000000e+02,2.123954874961654227e+01,1.145581207665133832e+02
5.730000000000000000e+02,2.122303667138641003e+01,1.144141253673760019e+02
5.740000000000000000e+02,2.120656606780660169e+01,1.142704417891171289e+02
5.750000000000000000e+02,2.119013679710249320e+01,1.141270690496393740e+02
5.760000000000000000e+02,2.117374871811907866e+01,1.139840061737274794e+02
5.770000000000000000e+02,2.115740169031687401e+01,1.138412521929545846e+02
5.780000000000000000e+02,2.114109557376784210e+01,1.136988061455898276e+02
5.790000000000000000e+02,2.112483022915139586e+01,1.135566670765072814e+02
5.800000000000000000e+02,2.110860538648944029e+01,1.134169601781420624e+02
5.810000000000000000e+02,2.109242038548518750e+01,1.132779224066550512e+02
5.820000000000000000e+02,2.107627503310617456e+01,1.131391870144354073e+02
5.830000000000000000e+02,2.106016919468694581e+01,1.130007529616135002e+02
5.840000000000000000e+02,2.104410273617367721e+01,1.128626192166785103e+02
5.850000000000000000e+02,2.102807552383692524e+01,1.127248416576526324e+02
5.860000000000000000e+02,2.101208733997417255e+01,1.125884264636807899e+02
5.870000000000000000e+02,2.099613773779980264e+01,1.124533223847507060e+02
5.880000000000000000e+02,2.098022638188946232e+01,1.123185108537171146e+02
5.890000000000000000e+02,2.096435314368956071e+01,1.121839908805322921e+02
5.900000000000000000e+02,2.094851789522305907e+01,1.120497614823002124e+02
5.910000000000000000e+02,2.093272050714743671e+01,1.119160582178714378e+02
5.920000000000000000e+02,2.091696064654502152e+01,1.117844516801179964e+02
5.930000000000000000e+02,2.090123781142956361e+01,1.116532431544523689e+02
5.940000000000000000e+02,2.088555184168950163e+01,1.115227146248648324e+02
5.950000000000000000e+02,2.086990247536935428e+01,1.113928564862674051e+02
5.960000000000000000e+02,2.085428952433000305e+01,1.112632643063777920e+02
5.970000000000000000e+02,2.083871287172370046e+01,1.111339372452398067e+02
5.980000000000000000e+02,2.082317237727173165e+01,1.110054617883956638e+02
5.990000000000000000e+02,2.080766773853861906e+01,1.108776681847403012e+02
6.000000000000000000e+02,2.079219882180333201e+01,1.107492596662762026e+02
6.010000000000000000e+02,2.077676572733295046e+01,1.106209410628464980e+02
6.020000000000000000e+02,2.076136836781386918e+01,1.104928738141959315e+02
6.030000000000000000e+02,2.074600663196851613e+01,1.103650571516121914e+02
6.040000000000000000e+02,2.073068040492445618e+01,1.102376758328638999e+02
6.050000000000000000e+02,2.071538944909998747e+01,1.101116201937033594e+02
6.060000000000000000e+02,2.070013342850830540e+01,1.099858694837727171e+02
6.070000000000000000e+02,2.068491222659885764e+01,1.098603644281145222e+02
6.080000000000000000e+02,2.066972573570980387e+01,1.097351042780807404e+02
6.090000000000000000e+02,2.065457384861835166e+01,1.096100882902818512e+02
6.100000000000000000e+02,2.063945645853791078e+01,1.094853157265153953e+02
6.110000000000000000e+02,2.062437345911526521e+01,1.093607858536957025e+02
6.120000000000000000e+02,2.060932474442783402e+01,1.092364979437847978e+02
6.130000000000000000e+02,2.059431020898087894e+01,1.091124512737247017e+02
6.140000000000000000e+02,2.057932974770481493e+01,1.089886451253707946e+02
6.150000000000000000e+02,2.056438325595254568e+01,1.088650787854266895e+02
6.160000000000000000e+02,2.054947062949676706e+01,1.087417515453795147e+02
6.170000000000000000e+02,2.053459176452735946e+01,1.086186627014370600e+02
6.180000000000000000e+02,2.051974655764880495e+01,1.084958115544659307e+02
6.190000000000000000e+02,2.050493490587759382e+01,1.083731974099302136e+02
6.200000000000000000e+02,2.049015670663970923e+01,1.082508195778319617e+02
6.210000000000000000e+02,2.047541185776808703e+01,1.081286773726522341e+02
6.220000000000000000e+02,2.046070025750015375e+01,1.080067701132932285e+02
6.230000000000000000e+02,2.044602180447536099e+01,1.078850971230217652e+02
6.240000000000000000e+02,2.043137639773274117e+01,1.077636577294130689e+02
6.250000000000000000e+02,2.041676393670850942e+01,1.076424512642963123e+02
6.260000000000000000e+02,2.040218432123368686e+01,1.075214770637005302e+02
6.270000000000000000e+02,2.038763745153173090e+01,1.074007344678016551e+02
6.280000000000000000e+02,2.037312322821620825e+01,1.072802228208705628e+02
6.290000000000000000e+02,2.035864155228848560e+01,1.071599414712217566e+02
6.300000000000000000e+02,2.034419232513545595e+01,1.070398897711632173e+02
6.310000000000000000e+02,2.032977544852725416e+01,1.069200670769469355e+02
6.320000000000000000e+02,2.031539082461503654e+01,1.068004727487202956e+02
6.330000000000000000e+02,2.030103832022016519e+01,1.066820427786996675e+02
6.340000000000000000e+02,2.028671754747301748e+01,1.065645503192671839e+02
6.350000000000000000e+02,2.027242829518820599e+01,1.064472773854519545e+02
6.360000000000000000e+02,2.025817046985325831e+01,1.063302234064375398e+02
6.370000000000000000e+02,2.024394397830253212e+01,1.062133878140869854e+02
6.380000000000000000e+02,2.022974872771552768e+01,1.060967700429201841e+02
6.390000000000000000e+02,2.021558462561509728e+01,1.059803695300917497e+02
6.400000000000000000e+02,2.020145157986576478e+01,1.058641857153692314e+02
6.410000000000000000e+02,2.018734949867199191e+01,1.057482180411117128e+02
6.420000000000000000e+02,2.017327829057648003e+01,1.056324659522481539e+02
6.430000000000000000e+02,2.015923786445850041e+01,1.055169288962566156e+02
6.440000000000000000e+02,2.014522812953221731e+01,1.054016063231432554e+02
6.450000000000000000e+02,2.013124899534499690e+01,1.052864976854218639e+02
6.460000000000000000e+02,2.011730037177581565e+01,1.051716024380936432e+02
6.470000000000000000e+02,2.010338216903356567e+01,1.050569200386267994e+02
6.480000000000000000e+02,2.008949429765547734e+01,1.049424499469371028e+02
6.490000000000000000e+02,2.007563666850545658e+01,1.048281916253679071e+02
6.500000000000000000e+02,2.006180919277253949e+01,1.047141445386710359e+02
6.510000000000000000e+02,2.004801178196925804e+01,1.046003081539875268e+02
6.520000000000000000e+02,2.003424434793007336e+01,1.044866819408285892e+02
6.530000000000000000e+02,2.002050680280982320e+01,1.043732653710571299e+02
6.540000000000000000e+02,2.000679905908214451e+01,1.042600579188689807e+02
6.550000000000000000e+02,1.999312102953794223e+01,1.041470590607748505e+02
6.560000000000000000e+02,1.997947262728384032e+01,1.040342682755820505e+02
6.570000000000000000e+02,1.996585376574068604e+01,1.039216850443767441e+02
6.580000000000000000e+02,1.995226435864198322e+01,1.038093088505062127e+02
6.590000000000000000e+02,1.993870432001876836e+01,1.036971489783671103e+02
6.600000000000000000e+02,1.992517353180331696e+01,1.035856429723941972e+02
6.610000000000000000e+02,1.991167182192649321e+01,1.034743404178950072e+02
6.620000000000000000e+02,1.989819910614023257e+01,1.033632469138449608e+02
6.630000000000000000e+02,1.988475527755842620e+01,1.032526779120768481e+02
6.640000000000000000e+02,1.987134019036184540e+01,1.031423087923948856e+02
6.650000000000000000e+02,1.985795376192882955e+01,1.030321390660067209e+02
6.660000000000000000e+02,1.984459590993083467e+01,1.029221682463718537e+02
6.670000000000000000e+02,1.983126655233096969e+01,1.028123958491802910e+02
6.680000000000000000e+02,1.981796560456105638e+01,1.027028751911747548e+02
6.690000000000000000e+02,1.980469297260211903e+01,1.025935647459524347e+02
6.700000000000000000e+02,1.979144857347909436e+01,1.024844515834778633e+02
6.710000000000000000e+02,1.977823232626710492e+01,1.023755352255189450e+02
6.720000000000000000e+02,1.976504415032680839e+01,1.022668151960263003e+02
6.730000000000000000e+02,1.975188396530304757e+01,1.021582910211128592e+02
6.740000000000000000e+02,1.973875169112343997e+01,1.020499622290329427e+02
6.750000000000000000e+02,1.972564724799705260e+01,1.019418283501627371e+02
6.760000000000000000e+02,1.971257055641305200e+01,1.018338889169799444e+02
6.770000000000000000e+02,1.969952153713935061e+01,1.017261434640445827e+02
6.780000000000000000e+02,1.968650011111096276e+01,1.016186338672761167e+02
6.790000000000000000e+02,1.967350609288967789e+01,1.015127768347492605e+02
6.800000000000000000e+02,1.966053912778924229e+01,1.014071043365558040e+02
6.810000000000000000e+02,1.964759913798063451e+01,1.013017699266131473e+02
6.820000000000000000e+02,1.963468597661419679e+01,1.011970562282868400e+02
6.830000000000000000e+02,1.962179949290660019e+01,1.010925248222396959e+02
6.840000000000000000e+02,1.960893961290788567e+01,1.009881753003459579e+02
6.850000000000000000e+02,1.959610626291557622e+01,1.008840072560476955e+02
6.860000000000000000e+02,1.958329936947353289e+01,1.007800202843423989e+02
6.870000000000000000e+02,1.957051885937095648e+01,1.006762139817712125e+02
6.880000000000000000e+02,1.955776464854073637e+01,1.005728054753761853e+02
6.890000000000000000e+02,1.954503661433291839e+01,1.004696285233521564e+02
6.900000000000000000e+02,1.953233467735560325e+01,1.003666298199702425e+02
6.910000000000000000e+02,1.951965876581598636e+01,1.002638089710741411e+02
6.920000000000000000e+02,1.950700880815920968e+01,1.001611655840124655e+02
6.930000000000000000e+02,1.949438473306733854e+01,1.000586992676266931e+02
6.940000000000000000e+02,1.948178646945831360e+01,9.995640963223931408e+01
6.950000000000000000e+02,1.946921393380737086e+01,9.985466631937092075e+01
6.960000000000000000e+02,1.945666694439741207e+01,9.975350410748335150e+01
6.970000000000000000e+02,1.944414531548513736e+01,9.965314279901886607e+01
6.980000000000000000e+02,1.943164886553232051e+01,9.955294962148670379e+01
6.990000000000000000e+02,1.941917752708557288e+01,9.945292421243962622e+01
7.000000000000000000e+02,1.940673123290929070e+01,9.935306621089057444e+01
7.010000000000000000e+02,1.939430991224838863e+01,9.925345799930826729e+01
7.020000000000000000e+02,1.938191347795983788e+01,9.915404790551028213e+01
7.030000000000000000e+02,1.936954185910065718e+01,9.905480353567564578e+01
7.040000000000000000e+02,1.935719498950587081e+01,9.895572453434746762e+01
7.050000000000000000e+02,1.934487280322308678e+01,9.885681054754755337e+01
7.060000000000000000e+02,1.933257523451157667e+01,9.875806122276205201e+01
7.070000000000000000e+02,1.932030221784130575e+01,9.865947620892683290e+01
7.080000000000000000e+02,1.930805368789209098e+01,9.856105523060924156e+01
7.090000000000000000e+02,1.929582953452872118e+01,9.846352303800784966e+01
7.100000000000000000e+02,1.928362955827491376e+01,9.836615211836198114e+01
7.110000000000000000e+02,1.927145369528547647e+01,9.826894211210344565e+01
7.120000000000000000e+02,1.925930188192252501e+01,9.817189266140921688e+01
7.130000000000000000e+02,1.924717405475457710e+01,9.807500341018184997e+01
7.140000000000000000e+02,1.923507015055554703e+01,9.797827400402968578e+01
7.150000000000000000e+02,1.922299010630377225e+01,9.788170409024795049e+01
7.160000000000000000e+02,1.921093385918110741e+01,9.778529331779978406e+01
7.170000000000000000e+02,1.919890134334846721e+01,9.768915659423294073e+01
7.180000000000000000e+02,1.918689245892649708e+01,9.759331606083719635e+01
7.190000000000000000e+02,1.917490712234708994e+01,9.749763247848564163e+01
7.200000000000000000e+02,1.916294527199996622e+01,9.740210550318298033e+01
7.210000000000000000e+02,1.915100684647245188e+01,9.730673479255166569e+01
7.220000000000000000e+02,1.913909178361119245e+01,9.721160757727349733e+01
7.230000000000000000e+02,1.912719994855135397e+01,9.711790332777120227e+01
7.240000000000000000e+02,1.911533090649217215e+01,9.702590561818107062e+01
7.250000000000000000e+02,1.910348431920470347e+01,9.693424440347700966e+01
7.260000000000000000e+02,1.909166008950587923e+01,9.684309518614590218e+01
7.270000000000000000e+02,1.907985804991291801e+01,9.675250633650428256e+01
7.280000000000000000e+02,1.906807804895700542e+01,9.666248345894415195e+01
7.290000000000000000e+02,1.905631995116666388e+01,9.657264271325351501e+01
7.300000000000000000e+02,1.904458366963982385e+01,9.648345441837606984e+01
7.310000000000000000e+02,1.903286904300421867e+01,9.639448762007089044e+01
7.320000000000000000e+02,1.902117600705950551e+01,9.630565753668038553e+01
7.330000000000000000e+02,1.900950450876224451e+01,9.621696389605958188e+01
7.340000000000000000e+02,1.899785449522649827e+01,9.612840642708111716e+01
7.350000000000000000e+02,1.898622591372324564e+01,9.603998485962631548e+01
7.360000000000000000e+02,1.897461871167968894e+01,9.595169892457685989e+01
7.370000000000000000e+02,1.896303283667869977e+01,9.586354835380610950e+01
7.380000000000000000e+02,1.895146823645815104e+01,9.577553288017075772e+01
7.390000000000000000e+02,1.893992485891033439e+01,9.568765223750244786e+01
7.400000000000000000e+02,1.892840265208133133e+01,9.559990616059984347e+01
7.410000000000000000e+02,1.891690156417043411e+01,9.551229438522041448e+01
7.420000000000000000e+02,1.890542154352951698e+01,9.542481664807259278e+01
7.430000000000000000e+02,1.889396253866246411e+01,9.533747268680791365e+01
7.440000000000000000e+02,1.888252449822348566e+01,9.525026507864751579e+01
7.450000000000000000e+02,1.887110734305533910e+01,9.516364268443787466e+01
7.460000000000000000e+02,1.885971094126077574e+01,9.507715143849415540e+01
7.470000000000000000e+02,1.884833524258593229e+01,9.499079108219635259e+01
7.480000000000000000e+02,1.883698019692433689e+01,9.490456135796030424e+01
7.490000000000000000e+02,1.882564575431632647e+01,9.481846200922737466e+01
7.500000000000000000e+02,1.881433186494840726e+01,9.473249278045416588e+01
7.510000000000000000e+02,1.880303847915271120e+01,9.464665341710279733e+01
7.520000000000000000e+02,1.879176554740636718e+01,9.456094366563092990e+01
7.530000000000000000e+02,1.878051302033096093e+01,9.447536327348217355e+01
7.540000000000000000e+02,1.876928084869190627e+01,9.438991198907648084e+01
7.550000000000000000e+02,1.875806898339790862e+01,9.430458956180098085e+01
7.560000000000000000e+02,1.874687737550037170e+01,9.421939574200051482e+01
7.570000000000000000e+02,1.873570597619284683e+01,9.413433028096874011e+01
7.580000000000000000e+02,1.872455473681044680e+01,9.404939293093913477e+01
7.590000000000000000e+02,1.871342360882931999e+01,9.396458344507614413e+01
7.600000000000000000e+02,1.870231254386605357e+01,9.387990157746658326e+01
7.610000000000000000e+02,1.869122149367716190e+01,9.379534708311101099e+01
7.620000000000000000e+02,1.868015041015851807e+01,9.371091971791553021e+01
7.630000000000000000e+02,1.866909924534480325e+01,9.362661923868316194e+01
7.640000000000000000e+02,1.865806795140899155e+01,9.354244540310600087e+01
7.650000000000000000e+02,1.864705648066177091e+01,9.345839796975698732e+01
7.660000000000000000e+02,1.863606478555105994e+01,9.337447669808213391e+01
7.670000000000000000e+02,1.862509281866145727e+01,9.329068134839261006e+01
7.680000000000000000e+02,1.861414053271368729e+01,9.320701168185706820e+01
7.690000000000000000e+02,1.860320788056413832e+01,9.312346746049421142e+01
7.700000000000000000e+02,1.859229481520427285e+01,9.304004844716511968e+01
7.710000000000000000e+02,1.858140128976017280e+01,9.295675440556610170e+01
7.720000000000000000e+02,1.857052725749199240e+01,9.287358510022137636e+01
7.730000000000000000e+02,1.855967267112739805e+01,9.279056860895535408e+01
